Hour,1,2,3,4,5,6,7
26,8.3330099,54.68916297,19.1285055,55.18126485,55.18126485,55.18126485,0
27,6.4337277,41.71070436,14.29439628,44.20135793,44.20135793,44.20135793,0
28,6.7179473,42.65950429,14.70530839,44.93410395,44.93410395,44.93410395,0
29,5.7208174,35.86069488,12.26867242,38.82847942,38.82847942,38.82847942,0
30,8.5346957,52.7257214,18.49372063,52.15691002,52.15691002,52.15691002,0
31,14.507615,88.10100434,31.803358,81.67330041,81.67330041,81.67330041,0
32,23.9646203,147.3430485,53.8918117,128.3354024,128.3354024,128.3354024,0
33,26.8947033,161.7421455,59.39853358,139.4335391,139.4335391,139.4335391,0
34,26.686489,162.0521737,59.5946838,134.5511023,134.5511023,134.5511023,0
35,30.088797,184.2965661,67.19825101,150.2653693,150.2653693,150.2653693,0
36,36.0248548,226.0433432,83.5210234,181.7875909,181.7875909,181.7875909,0
37,40.7045887,261.0510338,96.2205578,207.0396984,207.0396984,207.0396984,0
38,41.1669628,268.2863305,98.0967486,213.0232036,213.0232036,213.0232036,0
39,44.9536349,297.727024,108.4500464,235.7848012,235.7848012,235.7848012,0
40,58.2447894,386.8913153,142.4981586,303.7001211,303.7001211,303.7001211,0
41,71.994766,479.3691201,179.683866,379.1378518,379.1378518,379.1378518,0
42,89.4622145,579.3920765,217.7344921,446.1433197,446.1433197,446.1433197,0
43,73.633632,490.427391,189.6216768,385.1078257,385.1078257,385.1078257,0
44,42.8240942,291.7341897,112.7885496,235.5944681,235.5944681,235.5944681,0
45,34.1435129,237.3094451,91.4219441,193.6365309,193.6365309,193.6365309,0
46,27.0202512,188.4646751,72.9054339,156.5533164,156.5533164,156.5533164,0
47,19.1430496,134.8350428,51.9548902,116.0393012,116.0393012,116.0393012,0
48,14.7260152,102.1241825,38.9606848,90.44955029,90.44955029,90.44955029,0
49,10.4459408,66.43208141,24.1077084,63.04882373,63.04882373,63.04882373,0
50,8.1413774,51.25401569,18.2182146,50.63861654,50.63861654,50.63861654,0
51,6.3587722,39.55328515,13.70241116,40.79148125,40.79148125,40.79148125,0
52,6.6471835,40.91297418,14.20429213,41.60218574,41.60218574,41.60218574,0
53,5.662495,34.55928595,11.87759093,35.94667992,35.94667992,35.94667992,0
54,8.407054,50.43089612,17.76153591,47.89624171,47.89624171,47.89624171,0
55,14.3667331,85.32033716,30.36969855,71.60536132,71.60536132,71.60536132,0
56,25.3728485,154.3751833,56.93108977,120.405287,120.405287,120.405287,0
57,28.4068633,176.9119673,65.76016878,140.976069,140.976069,140.976069,0
58,26.7893776,170.1080971,63.29999096,137.9162888,137.9162888,137.9162888,0
59,29.1530308,184.3554284,68.28403579,152.3489128,152.3489128,152.3489128,0
60,34.5686588,221.5547207,81.9303209,182.9571527,182.9571527,182.9571527,0
61,38.2145928,250.5629111,92.61048031,205.5261991,205.5261991,205.5261991,0
62,38.4921706,254.7765044,94.28028022,209.7261452,209.7261452,209.7261452,0
63,42.4724613,282.413719,105.1492564,233.7960778,233.7960778,233.7960778,0
64,55.5731518,367.1243485,137.2934153,304.7561322,304.7561322,304.7561322,0
65,69.8183983,460.0199734,171.9363014,383.3668216,383.3668216,383.3668216,0
66,84.6666325,552.1010266,205.6399634,445.2250508,445.2250508,445.2250508,0
67,70.8434626,469.1747288,177.1390382,382.8423567,382.8423567,382.8423567,0
68,41.6674483,278.8278134,105.6018754,229.4162367,229.4162367,229.4162367,0
69,33.3918071,224.0267043,85.4509988,186.02291,186.02291,186.02291,0
70,27.0506261,182.6006658,69.4109824,156.9269001,156.9269001,156.9269001,0
71,19.2434191,130.6624705,49.3164555,116.7136542,116.7136542,116.7136542,0
72,14.8956601,99.00851015,36.7578068,92.02317231,92.02317231,92.02317231,0
73,10.1714319,64.81651535,23.5373057,63.86987596,63.86987596,63.86987596,0
74,8.050299,50.74092694,18.25370963,51.29635812,51.29635812,51.29635812,0
75,6.3003725,39.45287819,14.07398571,41.55097984,41.55097984,41.55097984,0
76,6.6103533,41.0957532,14.75973495,42.5166962,42.5166962,42.5166962,0
77,5.6420964,35.09457465,12.49027977,36.94645223,36.94645223,36.94645223,0
78,8.332014,51.41041676,18.72835002,49.14052487,49.14052487,49.14052487,0
79,14.1268476,84.644272,30.71281238,70.82915007,70.82915007,70.82915007,0
80,24.942867,152.4330693,56.8809173,119.5481949,119.5481949,119.5481949,0
81,27.8124193,177.7204892,67.48414272,141.736395,141.736395,141.736395,0
82,26.4518351,173.3395107,65.85637392,139.5281395,139.5281395,139.5281395,0
83,28.8313116,189.917187,72.0366657,156.2282135,156.2282135,156.2282135,0
84,34.6298486,229.0347138,87.45373766,189.8283629,189.8283629,189.8283629,0
85,39.0299908,259.4747831,98.9372859,213.4188062,213.4188062,213.4188062,0
86,39.79569,263.9653461,99.89273014,217.2112381,217.2112381,217.2112381,0
87,44.8908409,294.4486363,112.1478519,243.0603414,243.0603414,243.0603414,0
88,59.2606596,386.3302703,148.2738346,316.9848149,316.9848149,316.9848149,0
89,73.4325477,485.1017504,185.8105766,396.1970732,396.1970732,396.1970732,0
90,87.594952,573.7890127,217.5850175,460.4239261,460.4239261,460.4239261,0
91,72.0632941,477.8187237,182.815031,388.5366838,388.5366838,388.5366838,0
92,42.1151132,282.3448773,107.5775756,234.5227133,234.5227133,234.5227133,0
93,33.3585059,224.3528611,85.4871869,187.8549759,187.8549759,187.8549759,0
94,26.9888459,182.6490587,69.5323175,158.5942577,158.5942577,158.5942577,0
95,19.3216317,131.1914811,49.4510927,118.3327622,118.3327622,118.3327622,0
96,14.8582598,98.94494656,36.7696074,92.52927896,92.52927896,92.52927896,0
97,9.9780945,66.02855624,24.03317075,64.41255645,64.41255645,64.41255645,0
98,7.7649192,51.04361879,18.29813075,51.14711852,51.14711852,51.14711852,0
99,6.0771525,39.47960883,13.93764482,41.11541897,41.11541897,41.11541897,0
100,6.3645245,41.24278388,14.55002354,42.17503659,42.17503659,42.17503659,0
101,5.3992644,35.07161071,12.18526783,36.66026386,36.66026386,36.66026386,0
102,8.0277428,51.35289963,18.28544808,48.81190466,48.81190466,48.81190466,0
103,13.765768,85.30827084,30.85197819,73.18936388,73.18936388,73.18936388,0
104,24.219356,154.5773805,58.03975127,123.3629724,123.3629724,123.3629724,0
105,27.1547343,181.6332636,68.95248333,147.451047,147.451047,147.451047,0
106,26.0272946,177.8529815,67.49684905,147.1113368,147.1113368,147.1113368,0
107,28.5208765,195.494813,73.70452189,161.8159486,161.8159486,161.8159486,0
108,34.3389393,238.3683127,89.3666494,196.5816919,196.5816919,196.5816919,0
109,39.0437612,269.3247497,100.1601597,221.9365461,221.9365461,221.9365461,0
110,39.8276564,274.3782713,101.2623244,225.7566161,225.7566161,225.7566161,0
111,44.5305258,308.6387038,113.9153323,253.1278483,253.1278483,253.1278483,0
112,58.4023528,405.0460746,151.3173472,331.5668269,331.5668269,331.5668269,0
113,72.5712997,505.5524513,189.5682666,414.7440488,414.7440488,414.7440488,0
114,86.8412845,594.1855218,222.655249,480.4489533,480.4489533,480.4489533,0
115,71.5886446,502.7096207,191.2153717,412.8338571,412.8338571,412.8338571,0
116,42.4821008,295.9915397,112.2887138,246.3860091,246.3860091,246.3860091,0
117,34.1852518,237.819064,89.8167328,199.7854234,199.7854234,199.7854234,0
118,27.4872098,194.7299517,73.3176945,167.7150378,167.7150378,167.7150378,0
119,19.5608443,140.4461217,52.3899412,124.6288015,124.6288015,124.6288015,0
120,14.9420385,106.3715504,39.0990659,98.28456304,98.28456304,98.28456304,0
121,10.0500183,69.44869623,25.18315389,69.43218478,69.43218478,69.43218478,0
122,7.896071,53.73341641,19.1049991,55.40725921,55.40725921,55.40725921,0
123,6.2372077,41.49334213,14.44093866,44.39033771,44.39033771,44.39033771,0
124,6.5673179,43.17165836,14.98847674,45.36492249,45.36492249,45.36492249,0
125,5.5491621,36.47839982,12.48147843,39.22106816,39.22106816,39.22106816,0
126,8.1566045,53.12595762,18.60337385,51.89173821,51.89173821,51.89173821,0
127,13.7901135,89.35021933,31.96217484,78.55787924,78.55787924,78.55787924,0
128,24.0951613,162.4933036,60.06397186,134.395877,134.395877,134.395877,0
129,27.3116632,191.0391026,70.78365641,158.7075725,158.7075725,158.7075725,0
130,26.6196719,187.8563399,69.22037546,156.5999267,156.5999267,156.5999267,0
131,29.3473362,204.7862483,74.86330622,170.8675702,170.8675702,170.8675702,0
132,35.4336377,248.0831564,90.6616305,205.2576152,205.2576152,205.2576152,0
133,40.1373549,280.8346649,103.7210167,232.0183094,232.0183094,232.0183094,0
134,41.2455049,285.0761513,106.0911035,236.4955266,236.4955266,236.4955266,0
135,46.0000877,318.2575218,118.6645676,262.2172946,262.2172946,262.2172946,0
136,60.2761942,414.970835,154.6524766,340.3000443,340.3000443,340.3000443,0
137,76.0554142,517.310096,191.4740675,425.5457081,425.5457081,425.5457081,0
138,89.6820156,612.4653645,227.5840146,495.7136309,495.7136309,495.7136309,0
139,72.9837425,511.1300898,193.7764664,421.4819863,421.4819863,421.4819863,0
140,42.4359521,301.3297094,114.6378192,254.294467,254.294467,254.294467,0
141,34.2740239,242.31894,92.0797913,205.9722107,205.9722107,205.9722107,0
142,27.1253308,197.1373057,74.2596451,170.4988611,170.4988611,170.4988611,0
143,19.4381503,144.0509192,53.7075108,127.7558,127.7558,127.7558,0
144,15.1289485,111.2159446,41.2058842,102.2330891,102.2330891,102.2330891,0
145,17.6309858,124.8322293,47.7441302,113.7302427,113.7302427,113.7302427,0
146,10.1230767,70.38171939,26.3417472,68.69281665,68.69281665,68.69281665,0
147,9.3143087,63.55707991,23.6488887,62.43106113,62.43106113,62.43106113,0
148,8.1909545,54.58994696,20.065655,54.64299355,54.64299355,54.64299355,0
149,5.906569,39.02288295,13.99275,41.60784984,41.60784984,41.60784984,0
150,6.878509,45.28164498,16.5522349,45.85059948,45.85059948,45.85059948,0
151,8.3598408,54.41867604,20.02630036,52.56578507,52.56578507,52.56578507,0
152,10.9199513,72.75246507,27.01229867,66.39499482,66.39499482,66.39499482,0
153,16.077767,106.8640638,39.82966335,92.81046722,92.81046722,92.81046722,0
154,25.5485387,169.28595,63.74077534,140.506909,140.506909,140.506909,0
155,33.6519988,223.6523465,84.0962758,183.2565215,183.2565215,183.2565215,0
156,42.9741914,282.924728,104.9181881,231.8382188,231.8382188,231.8382188,0
157,52.4702178,350.7980031,129.561368,285.4657636,285.4657636,285.4657636,0
158,53.2023531,359.8751254,132.2698912,291.6738633,291.6738633,291.6738633,0
159,55.6337998,375.3404351,135.7114164,302.5405164,302.5405164,302.5405164,0
160,58.1438162,385.329491,138.3071778,313.343793,313.343793,313.343793,0
161,62.5498546,411.8579173,146.8732555,334.7765792,334.7765792,334.7765792,0
162,58.7781557,380.3206961,135.2028754,301.7456724,301.7456724,301.7456724,0
163,74.0189103,482.0200723,176.6348402,385.7289963,385.7289963,385.7289963,0
164,71.5431387,473.9407962,175.884159,383.5178978,383.5178978,383.5178978,0
165,61.3813057,409.2914444,153.2897015,333.723132,333.723132,333.723132,0
166,53.3349827,355.9148844,133.3772928,289.9453882,289.9453882,289.9453882,0
167,42.8885215,292.6020424,109.5560286,241.7195326,241.7195326,241.7195326,0
168,30.9791803,209.9694444,78.6588115,178.9534484,178.9534484,178.9534484,0
169,18.8883558,118.6343478,42.6427536,108.5896831,108.5896831,108.5896831,0
170,10.6552674,67.01610251,23.23233599,65.74398872,65.74398872,65.74398872,0
171,9.8798571,60.21895198,20.67730159,59.69773539,59.69773539,59.69773539,0
172,8.5592146,51.49470855,17.48699904,52.05042161,52.05042161,52.05042161,0
173,6.2612288,36.95833714,12.28845431,39.66973402,39.66973402,39.66973402,0
174,7.3715082,43.10746943,14.5456011,44.13617303,44.13617303,44.13617303,0
175,8.8564593,52.02266799,17.96450882,51.08935437,51.08935437,51.08935437,0
176,11.456735,67.89890616,23.97357534,63.10692276,63.10692276,63.10692276,0
177,16.7199043,96.41524934,35.02333756,86.4569687,86.4569687,86.4569687,0
178,26.223905,150.5479748,55.65354962,129.0500065,129.0500065,129.0500065,0
179,33.4818749,198.7674737,74.03072382,168.5382678,168.5382678,168.5382678,0
180,42.5834968,252.3888295,94.22604302,214.1837083,214.1837083,214.1837083,0
181,52.3036265,316.4439984,117.2353163,262.7936605,262.7936605,262.7936605,0
182,54.0125084,327.0444445,121.3730854,271.0766924,271.0766924,271.0766924,0
183,56.5692955,344.4991558,126.9116503,285.3923087,285.3923087,285.3923087,0
184,58.7388553,356.4195001,131.356104,297.9238798,297.9238798,297.9238798,0
185,62.3147927,380.1389279,140.4380463,319.4524205,319.4524205,319.4524205,0
186,59.2203019,354.5472907,130.7991562,289.647951,289.647951,289.647951,0
187,74.261051,456.0260358,170.2362086,375.5263409,375.5263409,375.5263409,0
188,72.654886,452.3265818,169.4740136,377.744649,377.744649,377.744649,0
189,62.0585117,392.9099004,146.9344181,329.4784588,329.4784588,329.4784588,0
190,52.4912202,338.7636094,127.0171441,286.1053622,286.1053622,286.1053622,0
191,41.3370876,273.0835925,102.3066396,234.3749328,234.3749328,234.3749328,0
192,29.0284615,192.1011342,71.5674213,169.9725135,169.9725135,169.9725135,0
193,9.768135,66.04373711,24.34609632,65.29438152,65.29438152,65.29438152,0
194,7.7444803,51.39206082,18.55063916,52.46449699,52.46449699,52.46449699,0
195,6.0510332,39.78300465,14.10624876,42.1842606,42.1842606,42.1842606,0
196,6.4012463,41.42895072,14.73784153,43.03878189,43.03878189,43.03878189,0
197,5.4092942,35.16788656,12.39372523,37.52308796,37.52308796,37.52308796,0
198,8.0399582,51.57876295,18.53798177,49.80241095,49.80241095,49.80241095,0
199,13.7533778,87.35814711,32.52713677,76.34935329,76.34935329,76.34935329,0
200,24.5088131,158.5096649,60.65362328,129.1345353,129.1345353,129.1345353,0
201,27.8213628,185.9124791,71.17854278,152.6030746,152.6030746,152.6030746,0
202,26.6264998,180.6612087,68.6658809,149.6036247,149.6036247,149.6036247,0
203,28.9619044,196.1202558,73.55550635,163.4351844,163.4351844,163.4351844,0
204,34.6570588,236.4497428,87.8371676,196.141059,196.141059,196.141059,0
205,38.8867536,267.1165229,97.821743,219.2033872,219.2033872,219.2033872,0
206,39.4032107,270.4198765,98.1680595,222.0669982,222.0669982,222.0669982,0
207,43.9212957,299.6869562,108.2318524,245.932239,245.932239,245.932239,0
208,57.45024,387.4381829,140.1491006,317.0406164,317.0406164,317.0406164,0
209,71.152709,482.0709691,175.2132058,396.7659654,396.7659654,396.7659654,0
210,85.9224446,569.7251113,207.7956756,465.0132451,465.0132451,465.0132451,0
211,71.9810349,489.5545605,181.5385262,401.0598271,401.0598271,401.0598271,0
212,42.4562443,290.7090287,108.2439309,241.9744332,241.9744332,241.9744332,0
213,33.7584183,233.7696832,87.1703685,196.1740033,196.1740033,196.1740033,0
214,27.2380721,191.0570859,70.6276613,164.9344567,164.9344567,164.9344567,0
215,19.2360947,137.3705466,50.4607074,122.9131892,122.9131892,122.9131892,0
216,14.9048008,103.2992608,37.4675223,96.00105739,96.00105739,96.00105739,0
217,10.4569511,68.56276115,24.47736286,66.72381699,66.72381699,66.72381699,0
218,8.3287624,52.80004386,18.41669315,53.07112242,53.07112242,53.07112242,0
219,6.6247599,40.73141386,13.9145087,42.5541613,42.5541613,42.5541613,0
220,6.9784243,42.35995212,14.49615165,43.57318947,43.57318947,43.57318947,0
221,5.9283513,35.81832361,12.15764568,37.78105882,37.78105882,37.78105882,0
222,8.6586953,52.25340569,18.23272599,50.32035501,50.32035501,50.32035501,0
223,14.3686254,88.49372822,32.14171393,77.63856834,77.63856834,77.63856834,0
224,25.1759893,161.6221614,60.6195515,132.5713246,132.5713246,132.5713246,0
225,28.2028867,188.0355918,71.5303782,156.0988546,156.0988546,156.0988546,0
226,27.0247914,182.1575352,68.6735965,154.1803629,154.1803629,154.1803629,0
227,29.6801054,198.473559,74.02528403,168.6283428,168.6283428,168.6283428,0
228,36.0397696,240.462992,88.6778599,201.5056094,201.5056094,201.5056094,0
229,40.8128246,272.165371,99.3026969,226.8431497,226.8431497,226.8431497,0
230,41.1865943,276.3700564,100.1954446,230.4745747,230.4745747,230.4745747,0
231,45.4103887,307.5108926,111.841581,256.253772,256.253772,256.253772,0
232,57.9310757,400.2765783,148.1708047,332.7772331,332.7772331,332.7772331,0
233,71.2043131,498.2090621,185.025674,418.6000505,418.6000505,418.6000505,0
234,87.178771,591.4806333,218.6730877,488.2547382,488.2547382,488.2547382,0
235,72.7026146,499.5842778,186.960818,413.1362034,413.1362034,413.1362034,0
236,43.165447,294.9302283,109.9675549,247.5412433,247.5412433,247.5412433,0
237,34.9659282,237.7783305,87.8147832,200.6429355,200.6429355,200.6429355,0
238,28.3073767,193.5049643,71.4979309,167.1047529,167.1047529,167.1047529,0
239,20.0042048,139.3565382,51.4256829,124.4775694,124.4775694,124.4775694,0
240,15.1731714,105.1346979,38.3263953,97.58747772,97.58747772,97.58747772,0
241,9.9752806,68.03569084,24.55462304,66.9152738,66.9152738,66.9152738,0
242,7.8893564,52.59158913,18.56405398,53.06912411,53.06912411,53.06912411,0
243,6.1791858,40.56790916,14.08357372,42.62421397,42.62421397,42.62421397,0
244,6.5004326,42.33234122,14.70324725,43.64663462,43.64663462,43.64663462,0
245,5.5400881,35.91227953,12.35547724,37.86421821,37.86421821,37.86421821,0
246,8.2008321,52.36873475,18.47410004,50.37317947,50.37317947,50.37317947,0
247,14.0548434,89.60130337,32.5155221,77.90594677,77.90594677,77.90594677,0
248,24.6107945,163.8457288,61.84547828,134.0971274,134.0971274,134.0971274,0
249,27.5340915,190.1727571,72.9209362,157.8788187,157.8788187,157.8788187,0
250,26.4088035,184.0016472,70.5815629,155.9090923,155.9090923,155.9090923,0
251,28.6043396,199.0701046,75.4675376,169.9438599,169.9438599,169.9438599,0
252,34.157369,240.0461175,90.6962289,203.0175472,203.0175472,203.0175472,0
253,38.1585004,271.8396458,102.1888741,227.529901,227.529901,227.529901,0
254,38.7742469,276.50611,103.3225414,230.6269766,230.6269766,230.6269766,0
255,43.4963629,309.0420523,115.1239503,255.6892366,255.6892366,255.6892366,0
256,57.091197,402.2418511,150.3539592,333.0489839,333.0489839,333.0489839,0
257,71.5423703,500.4870024,188.3152372,416.8604653,416.8604653,416.8604653,0
258,85.8214059,590.856933,221.7442612,486.6676268,486.6676268,486.6676268,0
259,70.599945,501.1162529,189.780712,414.5254798,414.5254798,414.5254798,0
260,41.4952097,296.9496678,112.850421,249.6087237,249.6087237,249.6087237,0
261,33.2102902,239.4443661,90.5089299,202.9123718,202.9123718,202.9123718,0
262,27.0095936,195.2004542,72.9628937,169.6884489,169.6884489,169.6884489,0
263,19.0207355,140.1966875,52.1631976,126.4313696,126.4313696,126.4313696,0
264,14.5497402,105.7204568,38.5517189,99.05538753,99.05538753,99.05538753,0
265,9.8342209,68.18977702,24.26181752,68.63405593,68.63405593,68.63405593,0
266,7.7970701,52.56030136,18.38085383,54.79411753,54.79411753,54.79411753,0
267,6.0583064,40.26127138,13.91171779,44.08557646,44.08557646,44.08557646,0
268,6.3556742,41.73301168,14.41034408,44.90865578,44.90865578,44.90865578,0
269,5.4397174,35.2253915,11.99275195,38.9017531,38.9017531,38.9017531,0
270,8.0545685,51.37371943,17.88972754,51.79268953,51.79268953,51.79268953,0
271,13.5843701,87.31149448,31.46194212,79.59467936,79.59467936,79.59467936,0
272,23.2309631,158.5821852,59.62250703,133.9592333,133.9592333,133.9592333,0
273,27.042473,187.0743578,71.20429687,157.7763799,157.7763799,157.7763799,0
274,26.8793232,184.9936799,70.35138773,157.6197155,157.6197155,157.6197155,0
275,29.8209945,203.586764,76.76234848,173.040184,173.040184,173.040184,0
276,36.8229315,248.3865949,93.9386084,206.9238134,206.9238134,206.9238134,0
277,42.452737,285.1201765,106.6796052,233.945997,233.945997,233.945997,0
278,43.640995,293.2195954,108.7946399,238.4003552,238.4003552,238.4003552,0
279,48.9451854,328.6018297,121.8149532,264.6682877,264.6682877,264.6682877,0
280,64.3067513,426.9269992,160.0974918,342.9818597,342.9818597,342.9818597,0
281,78.5288577,530.1418796,200.3343649,429.4139879,429.4139879,429.4139879,0
282,91.9774154,620.2469447,234.6956882,502.3995943,502.3995943,502.3995943,0
283,76.5444532,515.0210336,195.1548504,420.3429614,420.3429614,420.3429614,0
284,44.9866204,304.6306865,115.4439979,251.4977033,251.4977033,251.4977033,0
285,35.6405227,244.7671662,92.8045213,203.6274057,203.6274057,203.6274057,0
286,28.4529107,199.8122487,75.2778503,170.1080469,170.1080469,170.1080469,0
287,19.9302236,144.0192118,53.7770286,126.8680145,126.8680145,126.8680145,0
288,15.2736433,109.0815514,40.094803,100.019162,100.019162,100.019162,0
289,10.6089571,74.50425974,26.5708009,70.41886993,70.41886993,70.41886993,0
290,8.2984504,57.53130627,20.18012827,56.13254822,56.13254822,56.13254822,0
291,6.5178568,44.32082175,15.27186035,44.98868909,44.98868909,44.98868909,0
292,6.9150515,45.61467638,15.78322633,45.838628,45.838628,45.838628,0
293,5.897181,38.35684011,13.09428447,39.68847089,39.68847089,39.68847089,0
294,8.6631569,56.09060975,19.53987156,52.56393865,52.56393865,52.56393865,0
295,14.696203,93.85758196,33.49326709,80.92032555,80.92032555,80.92032555,0
296,25.8358051,167.7181373,61.32967957,135.3039903,135.3039903,135.3039903,0
297,29.1365702,196.8561202,71.53202614,157.8673294,157.8673294,157.8673294,0
298,28.3059899,192.3875608,69.6491014,154.2681525,154.2681525,154.2681525,0
299,31.2470898,208.748735,74.53872701,169.3719026,169.3719026,169.3719026,0
300,37.9310598,247.7448557,90.0500733,202.9072169,202.9072169,202.9072169,0
301,42.8567543,280.0356307,102.6739313,229.7433212,229.7433212,229.7433212,0
302,43.4966326,284.2514471,104.985021,234.665409,234.665409,234.665409,0
303,48.0098361,314.8215534,118.6291449,261.5916314,261.5916314,261.5916314,0
304,60.6609868,410.2062728,157.7994358,338.5466279,338.5466279,338.5466279,0
305,72.8705608,518.0024022,200.0342343,421.6967497,421.6967497,421.6967497,0
306,87.0765271,615.5936233,237.3539129,492.3770244,492.3770244,492.3770244,0
307,72.493124,509.3908071,200.3275103,410.4749022,410.4749022,410.4749022,0
308,42.508587,300.2731795,119.1811871,246.5702874,246.5702874,246.5702874,0
309,34.1969761,241.6842584,95.6433509,199.4453023,199.4453023,199.4453023,0
310,27.7676514,195.9113318,77.1873341,165.0134837,165.0134837,165.0134837,0
311,19.9720144,142.3688971,55.684305,122.5561564,122.5561564,122.5561564,0
312,15.727792,109.6726786,42.8827103,96.98835533,96.98835533,96.98835533,0
313,18.9412765,121.686673,44.9847343,106.9667724,106.9667724,106.9667724,0
314,10.8337921,68.679052,24.44210139,64.53183396,64.53183396,64.53183396,0
315,10.0118651,61.82248059,21.78202382,59.15586677,59.15586677,59.15586677,0
316,8.7556626,53.37987327,18.6888104,51.77656894,51.77656894,51.77656894,0
317,6.3469224,38.25176479,13.04308392,39.51118123,39.51118123,39.51118123,0
318,7.4221153,43.98392611,15.17224033,43.21330855,43.21330855,43.21330855,0
319,8.9294496,53.18495499,18.5006189,49.28962637,49.28962637,49.28962637,0
320,11.6056854,69.66658196,24.97396042,60.83054154,60.83054154,60.83054154,0
321,17.1899947,100.146599,36.69728548,84.32777583,84.32777583,84.32777583,0
322,26.9272003,155.1788199,57.96525831,127.5219747,127.5219747,127.5219747,0
323,35.5297412,202.7954825,75.75444448,165.821027,165.821027,165.821027,0
324,44.6883164,255.4969472,95.17482775,209.7186318,209.7186318,209.7186318,0
325,54.1036896,312.6956018,116.527538,256.1401885,256.1401885,256.1401885,0
326,54.587813,318.0039366,119.1565421,261.926002,261.926002,261.926002,0
327,56.2258094,329.6142042,122.5076817,272.7110447,272.7110447,272.7110447,0
328,58.9065847,336.2255519,125.0826646,282.1018356,282.1018356,282.1018356,0
329,62.4398871,358.1867077,133.85222,301.4999814,301.4999814,301.4999814,0
330,58.5036723,328.7292456,121.6213272,272.1401496,272.1401496,272.1401496,0
331,73.5119787,423.9890713,158.6660477,350.1376788,350.1376788,350.1376788,0
332,71.4281704,419.2081466,156.9139924,346.4463164,346.4463164,346.4463164,0
333,62.7555482,361.5584247,133.7769184,298.0663661,298.0663661,298.0663661,0
334,53.6976247,309.2685722,114.8278454,256.2304407,256.2304407,256.2304407,0
335,43.149999,250.2222768,91.83454379,210.9353885,210.9353885,210.9353885,0
336,31.3005416,180.0032351,64.75066028,155.5928337,155.5928337,155.5928337,0
337,18.2771761,106.2422556,37.54600965,95.04115301,95.04115301,95.04115301,0
338,10.4098092,60.64309421,20.9614288,57.75698545,57.75698545,57.75698545,0
339,9.5251446,54.55288909,18.87577357,52.76126038,52.76126038,52.76126038,0
340,8.4592826,47.22755728,16.26791006,46.47492379,46.47492379,46.47492379,0
341,6.2382481,34.31661927,11.54300744,35.69108541,35.69108541,35.69108541,0
342,7.3570327,40.18885138,13.67172218,40.07686277,40.07686277,40.07686277,0
343,8.8701963,48.80935056,16.86240365,46.46618368,46.46618368,46.46618368,0
344,11.4878313,63.67848056,22.1117057,57.50268786,57.50268786,57.50268786,0
345,16.7589396,92.06416894,32.62118584,79.55498751,79.55498751,79.55498751,0
346,26.5850667,145.4477337,52.80903765,121.4167362,121.4167362,121.4167362,0
347,34.3026814,192.6170021,70.92845129,159.5207626,159.5207626,159.5207626,0
348,43.1679954,246.4868388,91.16814471,204.7995729,204.7995729,204.7995729,0
349,52.3111343,307.1320482,113.8033104,253.273318,253.273318,253.273318,0
350,53.6297717,318.8704147,117.6764193,262.7899792,262.7899792,262.7899792,0
351,55.479377,334.6805052,123.9927913,275.7566824,275.7566824,275.7566824,0
352,57.8515599,348.700095,130.1546754,287.6998344,287.6998344,287.6998344,0
353,61.0342458,373.2170954,139.5802665,307.9438708,307.9438708,307.9438708,0
